step	ce	kd	beta_req	beta	q_topk	p_topk
76	7.775719165802002	0.007477693725377321	0.07600000000000001	0.07600000000000001	0.40107056498527527	0.39825597405433655
77	7.23490047454834	0.008278114721179008	0.07700000000000001	0.07700000000000001	0.39212897419929504	0.41461506485939026
78	7.371828556060791	0.013154514133930206	0.07800000000000001	0.07800000000000001	0.40116724371910095	0.44271722435951233
79	7.567967414855957	0.01194977667182684	0.07900000000000001	0.07900000000000001	0.42324331402778625	0.42854079604148865
80	8.134105682373047	0.01297996286302805	0.08000000000000002	0.08000000000000002	0.43895217776298523	0.45260748267173767
81	8.247441291809082	0.019587699323892593	0.08100000000000002	0.08100000000000002	0.4077034890651703	0.3740066885948181
82	8.305429458618164	0.008923187851905823	0.082	0.082	0.4157000482082367	0.38463857769966125
83	8.215259552001953	0.018267113715410233	0.083	0.083	0.3581750690937042	0.3235540986061096
84	7.483723163604736	0.027822982519865036	0.084	0.084	0.3649841547012329	0.38877013325691223
85	7.091798782348633	0.007263833656907082	0.085	0.085	0.3973095715045929	0.4131971299648285
86	8.819233894348145	0.008213340304791927	0.08600000000000001	0.08600000000000001	0.4271562397480011	0.43766656517982483
87	7.140604019165039	0.010823315009474754	0.08700000000000001	0.08700000000000001	0.4137723743915558	0.36998337507247925
88	7.481982231140137	0.008328281342983246	0.08800000000000001	0.08800000000000001	0.3825279176235199	0.39909887313842773
89	8.182886123657227	0.013785435818135738	0.08900000000000001	0.08900000000000001	0.3822295665740967	0.4123997390270233
90	8.04951286315918	0.007108964025974274	0.09000000000000001	0.09000000000000001	0.4138653874397278	0.4070281386375427
91	7.775154113769531	0.009381670504808426	0.09100000000000001	0.09100000000000001	0.38932013511657715	0.357373982667923
92	7.558393478393555	0.014023177325725555	0.09200000000000001	0.09200000000000001	0.35461196303367615	0.370660662651062
93	7.932114124298096	0.02257116138935089	0.09300000000000001	0.09300000000000001	0.36216285824775696	0.4205288589000702
94	8.059489250183105	0.01405398454517126	0.094	0.094	0.41368818283081055	0.4192121624946594
95	7.715925216674805	0.017412230372428894	0.095	0.095	0.4158092737197876	0.374431848526001
96	7.590871334075928	0.012973935343325138	0.096	0.096	0.3693825602531433	0.39258724451065063
97	7.953641891479492	0.012962293811142445	0.097	0.097	0.3755722641944885	0.3816181421279907
98	8.016834259033203	0.006197657436132431	0.098	0.098	0.4114631116390228	0.4088546633720398
99	7.681140899658203	0.007205851376056671	0.099	0.099	0.4054119884967804	0.3932330012321472
100	7.584604263305664	0.004956440068781376	0.1	0.1	0.4133833050727844	0.40981653332710266
101	7.4119720458984375	0.007788124959915876	0.1	0.1	0.38956040143966675	0.39756160974502563
102	7.908886432647705	0.014704159460961819	0.1	0.1	0.39522719383239746	0.37216344475746155
103	8.596319198608398	0.06919457018375397	0.1	0.1	0.4169638752937317	0.350829154253006
104	8.16482925415039	0.01076115295290947	0.1	0.1	0.36805829405784607	0.33479130268096924
105	7.718461990356445	0.020602991804480553	0.1	0.1	0.34465357661247253	0.34580525755882263
106	7.910195827484131	0.030407484620809555	0.1	0.1	0.35034874081611633	0.37380701303482056
107	7.452193737030029	0.007793750148266554	0.1	0.1	0.39485833048820496	0.3978085517883301
108	7.736361503601074	0.008682197891175747	0.1	0.1	0.37531912326812744	0.3840775191783905
109	7.532203674316406	0.007120657712221146	0.1	0.1	0.38072776794433594	0.3949594795703888
110	7.192643165588379	0.011715107597410679	0.1	0.1	0.3942781090736389	0.39582952857017517
111	7.941327095031738	0.023037709295749664	0.1	0.1	0.35137471556663513	0.3901776373386383
112	7.619126319885254	0.021138297393918037	0.1	0.1	0.42685848474502563	0.4711168110370636
113	7.732065200805664	0.014254209585487843	0.1	0.1	0.4632425010204315	0.45669278502464294
114	7.784330368041992	0.011998805217444897	0.1	0.1	0.4361688196659088	0.43190133571624756
115	7.740119934082031	0.021395066753029823	0.1	0.1	0.40870556235313416	0.3490449786186218
116	7.367989540100098	0.01689975894987583	0.1	0.1	0.3901568055152893	0.4053265452384949
117	7.4915971755981445	0.011841686442494392	0.1	0.1	0.4082821309566498	0.41942498087882996
118	7.736495494842529	0.014123608358204365	0.1	0.1	0.430263876914978	0.4641903340816498
119	7.937233924865723	0.00849930103868246	0.1	0.1	0.4557291567325592	0.43174996972084045
120	7.84389591217041	0.010468589141964912	0.1	0.1	0.40925320982933044	0.37350282073020935
121	7.878249168395996	0.010492010042071342	0.1	0.1	0.3826857805252075	0.36260706186294556
122	7.462520599365234	0.007413049694150686	0.1	0.1	0.3709489703178406	0.360661119222641
123	7.531646728515625	0.009338593110442162	0.1	0.1	0.36156347393989563	0.3287392854690552
124	7.588400840759277	0.007896625436842442	0.1	0.1	0.3368130028247833	0.34358158707618713
125	7.4803009033203125	0.0622980110347271	0.1	0.1	0.33423879742622375	0.43548256158828735
126	7.907756805419922	0.05027727782726288	0.1	0.1	0.35718095302581787	0.3773658275604248
127	7.784160614013672	0.03181672468781471	0.1	0.1	0.3970862627029419	0.33087611198425293
128	8.041524887084961	0.007721672300249338	0.1	0.1	0.34910401701927185	0.3845478594303131
129	8.105849266052246	0.012859106063842773	0.1	0.1	0.39351847767829895	0.417156457901001
130	7.91426944732666	0.01067686639726162	0.1	0.1	0.39895352721214294	0.3542420566082001
131	7.417983531951904	0.011862287297844887	0.1	0.1	0.34948843717575073	0.3741109073162079
132	8.071993827819824	0.004358689766377211	0.1	0.1	0.37835851311683655	0.37034985423088074
133	8.047203063964844	0.0069599878042936325	0.1	0.1	0.4176032245159149	0.38752853870391846
134	7.8527021408081055	0.01014168094843626	0.1	0.1	0.374966025352478	0.3295579254627228
135	7.478872776031494	0.005356962792575359	0.1	0.1	0.34735605120658875	0.34772244095802307
136	8.173341751098633	0.0041338661685585976	0.1	0.1	0.3689849376678467	0.3675583600997925
137	7.325517654418945	0.010535183362662792	0.1	0.1	0.3375313878059387	0.32289719581604004
138	7.63504695892334	0.012939359992742538	0.1	0.1	0.3060780465602875	0.3619332015514374
139	7.511786460876465	0.023341011255979538	0.1	0.1	0.3475942313671112	0.42237502336502075
140	7.6826395988464355	0.011567827314138412	0.1	0.1	0.4068005383014679	0.4550971984863281
141	7.171201229095459	0.007641996722668409	0.1	0.1	0.4484378397464752	0.4448919892311096
142	6.889937400817871	0.00744226248934865	0.1	0.1	0.44381052255630493	0.4346591532230377
143	7.764964580535889	0.010728852823376656	0.1	0.1	0.41398608684539795	0.43070879578590393
144	7.554937362670898	0.01861456409096718	0.1	0.1	0.4318106174468994	0.40866488218307495
145	7.895281791687012	0.03835519030690193	0.1	0.1	0.4026232659816742	0.4346366226673126
146	6.979681015014648	0.0058703175745904446	0.1	0.1	0.40008944272994995	0.3950614035129547
147	7.538952827453613	0.013237451203167439	0.1	0.1	0.3824829161167145	0.3928363025188446
148	7.719230651855469	0.02126476913690567	0.1	0.1	0.39099881052970886	0.4122687578201294
149	7.686728000640869	0.00542152626439929	0.1	0.1	0.4034189283847809	0.39715975522994995
150	7.710226058959961	0.00910273939371109	0.1	0.1	0.40825319290161133	0.41437965631484985
151	7.58658504486084	0.007325903978198767	0.1	0.1	0.43825313448905945	0.43403884768486023
152	8.371831893920898	0.017613474279642105	0.1	0.1	0.41847848892211914	0.40989795327186584
153	7.42543888092041	0.010232508182525635	0.1	0.1	0.39557570219039917	0.3730944097042084
154	8.343976974487305	0.0041304887272417545	0.1	0.1	0.3740783929824829	0.37881767749786377
155	8.333172798156738	0.010851142928004265	0.1	0.1	0.35700279474258423	0.31863105297088623
156	7.975959777832031	0.01909596659243107	0.1	0.1	0.33505943417549133	0.3303716778755188
157	8.163238525390625	0.00939221028238535	0.1	0.1	0.35325729846954346	0.31857287883758545
158	7.9711503982543945	0.005607859697192907	0.1	0.1	0.34058496356010437	0.32235872745513916
159	7.483311653137207	0.004082482308149338	0.1	0.1	0.3425033688545227	0.35036492347717285
160	7.887640953063965	0.00972193107008934	0.1	0.1	0.3759741485118866	0.40770673751831055
161	7.114981174468994	0.006396899931132793	0.1	0.1	0.38908275961875916	0.409358412027359
162	6.831880569458008	0.006654283497482538	0.1	0.1	0.3688502907752991	0.39227503538131714
163	7.797818183898926	0.008838390931487083	0.1	0.1	0.4231439530849457	0.4597931504249573
164	7.784003257751465	0.008012576960027218	0.1	0.1	0.46971529722213745	0.4591881334781647
165	7.104355812072754	0.022378340363502502	0.1	0.1	0.4495711922645569	0.4153707027435303
166	7.691764831542969	0.004765988327562809	0.1	0.1	0.3953968286514282	0.38382992148399353
167	8.193938255310059	0.004262623842805624	0.1	0.1	0.4101428687572479	0.41746196150779724
168	7.724790573120117	0.005353105720132589	0.1	0.1	0.4267035722732544	0.419130802154541
169	8.265472412109375	0.012930365279316902	0.1	0.1	0.4153177738189697	0.41933387517929077
170	7.055726528167725	0.01092234905809164	0.1	0.1	0.38217973709106445	0.3579139709472656
171	7.202571392059326	0.007447787560522556	0.1	0.1	0.3710639476776123	0.39793291687965393
172	7.450462341308594	0.015444772318005562	0.1	0.1	0.3959310054779053	0.40778112411499023
173	7.293177127838135	0.0073590935207903385	0.1	0.1	0.41256269812583923	0.44366776943206787
174	7.409667015075684	0.007368867285549641	0.1	0.1	0.46872860193252563	0.4908980131149292
175	7.419271945953369	0.005894751753658056	0.1	0.1	0.4871382415294647	0.4820484519004822
176	8.03166389465332	0.0066011520102620125	0.1	0.1	0.4271737337112427	0.4188738167285919
177	8.089912414550781	0.0071156220510602	0.1	0.1	0.4334877133369446	0.40973252058029175
178	7.515751838684082	0.04970042034983635	0.1	0.1	0.42124685645103455	0.3975718319416046
179	6.884554386138916	0.008729024790227413	0.1	0.1	0.40604960918426514	0.38968637585639954
180	8.067017555236816	0.016329564154148102	0.1	0.1	0.37350699305534363	0.3912436068058014
181	7.546605110168457	0.006530199199914932	0.1	0.1	0.35300639271736145	0.3421734869480133
182	8.070961952209473	0.01226538885384798	0.1	0.1	0.43969854712486267	0.4367724061012268
183	7.503220558166504	0.011326679959893227	0.1	0.1	0.42296287417411804	0.3833498954772949
184	7.708069801330566	0.003895761910825968	0.1	0.1	0.3811424970626831	0.3752394914627075
185	7.772869110107422	0.007482667453587055	0.1	0.1	0.40551650524139404	0.384786456823349
186	8.851066589355469	0.011358282528817654	0.1	0.1	0.36958301067352295	0.3844176232814789
187	7.96710205078125	0.007814748212695122	0.1	0.1	0.39277443289756775	0.3512797951698303
188	7.469023704528809	0.007648029364645481	0.1	0.1	0.37703993916511536	0.3530108630657196
189	7.623197555541992	0.004886451177299023	0.1	0.1	0.39729973673820496	0.3821558952331543
190	7.70454216003418	0.007694612257182598	0.1	0.1	0.37847113609313965	0.39064785838127136
191	7.331830978393555	0.005377400200814009	0.1	0.1	0.4251951575279236	0.42527666687965393
192	7.460348129272461	0.012487461790442467	0.1	0.1	0.43146345019340515	0.4607228636741638
193	7.495249271392822	0.012170787900686264	0.1	0.1	0.4383561313152313	0.45007461309432983
194	7.147407054901123	0.007956565357744694	0.1	0.1	0.4306282103061676	0.42844852805137634
195	7.092519760131836	0.004578676540404558	0.1	0.1	0.40744927525520325	0.4107741713523865
196	7.090795993804932	0.00962914526462555	0.1	0.1	0.46104371547698975	0.4761890470981598
197	6.996155261993408	0.010318228043615818	0.1	0.1	0.46483778953552246	0.483959436416626
198	7.239748954772949	0.008118652738630772	0.1	0.1	0.5164079070091248	0.5283244252204895
199	7.3640217781066895	0.008637608028948307	0.1	0.1	0.5434679388999939	0.5034563541412354
200	6.37109375	0.009948109276592731	0.1	0.1	0.4735507369041443	0.42837464809417725
201	7.017505645751953	0.006723185535520315	0.1	0.1	0.47845280170440674	0.46681296825408936
202	6.719212055206299	0.04264288395643234	0.1	0.1	0.4644126892089844	0.3817468285560608
203	6.938510894775391	0.00836870912462473	0.1	0.1	0.4932387173175812	0.5227338075637817
204	6.795666694641113	0.011524690315127373	0.1	0.1	0.4816999137401581	0.44169119000434875
205	6.889820098876953	0.012600313872098923	0.1	0.1	0.45183151960372925	0.44891226291656494
206	6.996509075164795	0.0220804363489151	0.1	0.1	0.4459087550640106	0.4224645793437958
207	7.3506598472595215	0.012207639403641224	0.1	0.1	0.4962081015110016	0.5397905707359314
208	6.3074541091918945	0.021236855536699295	0.1	0.1	0.5346956253051758	0.5043211579322815
209	7.16940975189209	0.007115047425031662	0.1	0.1	0.5188090801239014	0.5154627561569214
210	6.895349502563477	0.013893303461372852	0.1	0.1	0.5283812284469604	0.4736303389072418
211	6.126279830932617	0.0041161105036735535	0.1	0.1	0.4719252586364746	0.4675402045249939
212	6.987822532653809	0.012842333875596523	0.1	0.1	0.44619637727737427	0.48036250472068787
213	6.933940887451172	0.00813776534050703	0.1	0.1	0.5289016962051392	0.5027587413787842
214	7.748908519744873	0.01353908609598875	0.1	0.1	0.5002490282058716	0.44853562116622925
215	7.441539764404297	0.021293841302394867	0.1	0.1	0.4957543611526489	0.42956870794296265
216	7.152563095092773	0.01665617898106575	0.1	0.1	0.4962143003940582	0.4897094666957855
217	6.98704195022583	0.008362160995602608	0.1	0.1	0.48859933018684387	0.4950445294380188
218	7.174072265625	0.005893474444746971	0.1	0.1	0.5164632201194763	0.5100238919258118
219	7.443882942199707	0.007789331022650003	0.1	0.1	0.5237016081809998	0.49636662006378174
220	7.3529510498046875	0.008775991387665272	0.1	0.1	0.45986127853393555	0.4330817461013794
221	7.071137428283691	0.015405748039484024	0.1	0.1	0.4325316846370697	0.4345181882381439
222	7.151023864746094	0.0064020222052931786	0.1	0.1	0.4385843575000763	0.44994571805000305
223	7.485098838806152	0.004845563322305679	0.1	0.1	0.43119871616363525	0.4320943355560303
224	7.400774002075195	0.0031263730488717556	0.1	0.1	0.41473388671875	0.4166722595691681
225	6.842011451721191	0.007012664340436459	0.1	0.1	0.46197745203971863	0.45885369181632996
226	7.679295539855957	0.006477270275354385	0.1	0.1	0.442093163728714	0.4504019021987915
227	7.28132963180542	0.007492224220186472	0.1	0.1	0.4234980642795563	0.4155532121658325
228	6.882517337799072	0.00829800684005022	0.1	0.1	0.46866855025291443	0.473723828792572
229	7.402385711669922	0.013047555461525917	0.1	0.1	0.4332539439201355	0.4356430768966675
230	7.473545074462891	0.006276378408074379	0.1	0.1	0.38599640130996704	0.39336511492729187
231	7.516262531280518	0.00663292920216918	0.1	0.1	0.3995647132396698	0.42051687836647034
232	7.445947647094727	0.009073661640286446	0.1	0.1	0.43161070346832275	0.45895150303840637
233	8.406980514526367	0.004823401104658842	0.1	0.1	0.4177189767360687	0.42301803827285767
234	7.8561906814575195	0.004837401211261749	0.1	0.1	0.41870802640914917	0.39230769872665405
235	7.537267684936523	0.009601853787899017	0.1	0.1	0.38454651832580566	0.35078996419906616
236	7.386784553527832	0.004292889963835478	0.1	0.1	0.378977507352829	0.3837563693523407
237	7.267343997955322	0.0038918876089155674	0.1	0.1	0.3398537337779999	0.35504910349845886
238	7.777076721191406	0.007327481638640165	0.1	0.1	0.415324330329895	0.44446393847465515
239	7.756373405456543	0.0047424049116671085	0.1	0.1	0.4390479326248169	0.4209878742694855
240	7.050539493560791	0.0049870749935507774	0.1	0.1	0.4021550714969635	0.3840100169181824
241	7.010693550109863	0.011839037761092186	0.1	0.1	0.3906954824924469	0.40413230657577515
242	7.534505844116211	0.010272596031427383	0.1	0.1	0.4115164577960968	0.45231983065605164
243	7.317983627319336	0.008934726938605309	0.1	0.1	0.4588298201560974	0.4614899158477783
244	7.175004482269287	0.005235597025603056	0.1	0.1	0.43484941124916077	0.4243740141391754
245	8.134471893310547	0.005185636226087809	0.1	0.1	0.43377387523651123	0.4343750476837158
246	7.278474807739258	0.00782641489058733	0.1	0.1	0.4103824198246002	0.376954585313797
247	7.575039863586426	0.0024985503405332565	0.1	0.1	0.35790693759918213	0.3685583174228668
248	6.566161155700684	0.006191913038492203	0.1	0.1	0.37849196791648865	0.4069005250930786
249	7.350659370422363	0.008855154737830162	0.1	0.1	0.3969385623931885	0.43902596831321716
250	7.184395790100098	0.004096692893654108	0.1	0.1	0.40106400847435	0.41160279512405396
251	6.951861381530762	0.0076042222790420055	0.1	0.1	0.43232622742652893	0.4376008212566376
252	7.2234296798706055	0.00655510276556015	0.1	0.1	0.4235129654407501	0.40868499875068665
253	7.941173076629639	0.0029924502596259117	0.1	0.1	0.39593759179115295	0.4017563462257385
254	8.459060668945312	0.004240182228386402	0.1	0.1	0.41312167048454285	0.4084596335887909
255	7.0454535484313965	0.0038249241188168526	0.1	0.1	0.4922603964805603	0.4865244925022125
256	7.28876256942749	0.0023655034601688385	0.1	0.1	0.4305616319179535	0.42559581995010376
257	6.261051177978516	0.003582525532692671	0.1	0.1	0.4535306990146637	0.4572902321815491
258	7.005210876464844	0.004209327511489391	0.1	0.1	0.40109699964523315	0.4204693138599396
259	6.945260047912598	0.0074105290696024895	0.1	0.1	0.40663161873817444	0.42969202995300293
260	6.96671199798584	0.00998073723167181	0.1	0.1	0.4153364300727844	0.44629794359207153
261	6.665295600891113	0.0065392921678721905	0.1	0.1	0.4638000428676605	0.4812181890010834
262	6.846733093261719	0.006594815757125616	0.1	0.1	0.47053661942481995	0.4957183301448822
263	7.0788702964782715	0.0045479373075068	0.1	0.1	0.5154772996902466	0.5304976105690002
264	7.238722801208496	0.007763871923089027	0.1	0.1	0.44006335735321045	0.41679996252059937
265	7.701526641845703	0.015393748879432678	0.1	0.1	0.3821927607059479	0.4135601818561554
266	7.11350679397583	0.00914747640490532	0.1	0.1	0.45623579621315	0.46057945489883423
267	7.308399200439453	0.010851682163774967	0.1	0.1	0.44294410943984985	0.47269687056541443
268	6.956675052642822	0.004698354750871658	0.1	0.1	0.4590308964252472	0.4570390284061432
269	6.650230407714844	0.010195906274020672	0.1	0.1	0.46857500076293945	0.4549507796764374
270	6.9550065994262695	0.007160097826272249	0.1	0.1	0.46654993295669556	0.489469975233078
271	7.219463348388672	0.0046508158557116985	0.1	0.1	0.4801696240901947	0.4856491982936859
272	6.7924957275390625	0.013068369589745998	0.1	0.1	0.47617313265800476	0.4649616479873657
273	7.922516345977783	0.0045665958896279335	0.1	0.1	0.407787561416626	0.4316149950027466
274	7.3590407371521	0.004714109934866428	0.1	0.1	0.4339236915111542	0.4223262369632721
275	7.663978576660156	0.0037863333709537983	0.1	0.1	0.3936682641506195	0.3881396949291229
276	6.853261947631836	0.002863530535250902	0.1	0.1	0.4136195778846741	0.4191429615020752
277	6.957226276397705	0.007784091401845217	0.1	0.1	0.4186229407787323	0.45854586362838745
278	6.787217140197754	0.006213207263499498	0.1	0.1	0.40267181396484375	0.43611836433410645
279	6.88871955871582	0.007043094839900732	0.1	0.1	0.4366401135921478	0.4609551429748535
280	7.858272552490234	0.008734545670449734	0.1	0.1	0.4625273644924164	0.5123497247695923
281	8.806366920471191	0.0039634318090975285	0.1	0.1	0.38423192501068115	0.3887900710105896
282	7.724361419677734	0.004654075019061565	0.1	0.1	0.4129210114479065	0.4138202667236328
283	7.469270706176758	0.0047282082960009575	0.1	0.1	0.4637989401817322	0.4724558889865875
284	7.657727241516113	0.002053316682577133	0.1	0.1	0.4212602972984314	0.4245174527168274
285	7.738035678863525	0.007108929567039013	0.1	0.1	0.45308735966682434	0.4782019257545471
286	7.294053077697754	0.003155292011797428	0.1	0.1	0.3971620202064514	0.40883341431617737
287	7.073131561279297	0.0025239696260541677	0.1	0.1	0.4232270121574402	0.4217817485332489
288	7.3896589279174805	0.020682318136096	0.1	0.1	0.4074382483959198	0.4259072542190552
289	6.600614547729492	0.0030721058137714863	0.1	0.1	0.4580881595611572	0.4718250036239624
290	6.911394119262695	0.004305820446461439	0.1	0.1	0.47081178426742554	0.46618160605430603
291	6.560911655426025	0.013619394972920418	0.1	0.1	0.4643920958042145	0.4865178167819977
292	6.959139823913574	0.005685359239578247	0.1	0.1	0.45254653692245483	0.4731276333332062
293	6.969532489776611	0.005872793961316347	0.1	0.1	0.4548151195049286	0.47732555866241455
294	6.889248847961426	0.004018831066787243	0.1	0.1	0.49113741517066956	0.4974762499332428
295	6.922996520996094	0.003358665155246854	0.1	0.1	0.43917444348335266	0.4443991482257843
296	7.411617279052734	0.004497176967561245	0.1	0.1	0.47491878271102905	0.4899041950702667
297	6.6858978271484375	0.006670186296105385	0.1	0.1	0.4516223073005676	0.4455931484699249
298	8.06369686126709	0.002292280551046133	0.1	0.1	0.3772403299808502	0.3664017915725708
