step	baseline	experiment
209	6.894111633300781	6.919334411621094
210	6.287342071533203	6.321447849273682
211	6.276103496551514	6.350290298461914
212	6.839669227600098	6.884675979614258
213	7.0097455978393555	7.050118446350098
214	6.995598316192627	7.044663429260254
215	7.2661662101745605	7.298860549926758
216	7.323078155517578	7.294937610626221
217	7.5381622314453125	7.5004987716674805
218	7.875385284423828	7.813653945922852
219	7.666426658630371	7.535526275634766
220	7.57488489151001	7.612939834594727
221	7.906591415405273	7.883486270904541
222	7.432147026062012	7.288558483123779
223	7.4395599365234375	7.500734806060791
224	7.550134181976318	7.488377094268799
225	7.964809894561768	7.96091890335083
226	7.890117645263672	7.867219924926758
227	7.355862617492676	7.3632097244262695
228	8.039840698242188	7.8540215492248535
229	7.384705543518066	7.278127670288086
230	7.309421539306641	7.299323081970215
231	7.560544967651367	7.568474769592285
232	7.520847320556641	7.558104515075684
233	7.45352029800415	7.456743240356445
234	7.500794410705566	7.506257057189941
235	7.645268440246582	7.622274398803711
236	7.583716869354248	7.598280906677246
237	7.362213134765625	7.376280784606934
238	7.716614723205566	7.745758533477783
239	7.893111228942871	7.961142063140869
240	6.796201705932617	6.771495342254639
241	7.287660121917725	7.254504203796387
242	7.2595930099487305	7.239956378936768
243	7.513800144195557	7.484166145324707
244	7.86928653717041	7.831027984619141
245	7.467761039733887	7.394028663635254
246	8.033004760742188	8.029683113098145
247	7.155340194702148	7.170872211456299
248	7.962376117706299	8.002826690673828
249	7.61868953704834	7.640893936157227
250	7.513712406158447	7.562082767486572
251	8.034219741821289	8.116721153259277
252	7.105244159698486	7.0165605545043945
253	7.078261375427246	7.103944778442383
254	8.269118309020996	8.35662841796875
255	7.408150672912598	7.417171955108643
256	7.653870582580566	7.512996673583984
257	7.350708484649658	7.259222030639648
258	7.1363301277160645	7.071257591247559
259	6.7579755783081055	6.682548522949219
260	7.1544413566589355	7.071467399597168
261	6.936643123626709	6.91989803314209
262	7.458748817443848	7.37203311920166
263	8.522684097290039	8.46529769897461
264	7.530224800109863	7.505253791809082
265	7.6388139724731445	7.624520301818848
266	7.699224948883057	7.648266792297363
267	7.055970668792725	6.918698310852051
268	7.753277778625488	7.74265193939209
269	7.052180290222168	7.033145904541016
270	7.383443832397461	7.40994930267334
271	7.6901655197143555	7.702910900115967
272	7.073169708251953	6.985185623168945
273	7.668168067932129	7.61741304397583
274	7.5806474685668945	7.571081638336182
275	7.721200466156006	7.742937088012695
276	7.162277698516846	7.072131156921387
277	7.003097057342529	7.017880916595459
278	7.406460762023926	7.439214706420898
279	7.026033401489258	7.088476181030273
280	7.575489044189453	7.582366943359375
281	8.070301055908203	8.027453422546387
282	7.3300886154174805	7.386965751647949
283	6.736972808837891	6.744513988494873
284	7.459962368011475	7.505978584289551
285	8.078653335571289	8.137760162353516
286	7.020186424255371	6.999088287353516
287	7.342682361602783	7.337215423583984
288	6.882229328155518	6.861798286437988
289	7.062991142272949	7.082523822784424
290	7.148868560791016	7.129828453063965
291	6.999070167541504	6.996506214141846
292	7.668205738067627	7.663357257843018
293	7.162720203399658	7.122026443481445
294	7.4402265548706055	7.415031433105469
295	7.3001604080200195	7.208707809448242
296	7.047431945800781	6.9830322265625
297	7.847589015960693	7.822576999664307
298	8.03097915649414	8.042285919189453
299	7.793477535247803	7.736915588378906
300	8.161588668823242	8.135625839233398
301	8.058629989624023	8.04760456085205
302	7.779443740844727	7.7841033935546875
303	7.183835983276367	7.128458023071289
304	6.869065284729004	6.861393928527832
305	7.376534938812256	7.356756687164307
306	8.106779098510742	8.143071174621582
307	7.55424690246582	7.571647644042969
308	7.469602108001709	7.506802558898926
309	7.9178619384765625	7.9005231857299805
310	7.353842735290527	7.3134636878967285
311	7.8433756828308105	7.8290557861328125
312	6.955254554748535	6.950544357299805
313	7.3635687828063965	7.378870964050293
314	7.413531303405762	7.456160545349121
315	7.54332160949707	7.465803146362305
316	7.83896541595459	7.802425384521484
317	7.789919853210449	7.73747444152832
318	7.486231803894043	7.493485927581787
319	7.658403396606445	7.626102447509766
320	7.662836074829102	7.690449237823486
321	7.394583702087402	7.396415710449219
322	7.450405120849609	7.473641872406006
323	7.323290824890137	7.2689104080200195
324	7.089347839355469	7.058414459228516
325	7.0334858894348145	6.916367053985596
326	7.394925594329834	7.299838066101074
327	7.165793418884277	7.211758613586426
328	7.124453544616699	7.021697998046875
329	7.550638198852539	7.615191459655762
330	7.213830947875977	7.1862030029296875
331	7.475894927978516	7.471146583557129
332	6.740174293518066	6.69597053527832
333	7.169949054718018	7.220378875732422
334	7.008112907409668	6.995362281799316
335	6.841325283050537	6.734012603759766
336	6.946582794189453	6.844456672668457
337	7.404733180999756	7.398385047912598
338	7.697301864624023	7.70462703704834
339	7.787260055541992	7.751739501953125
340	7.630012035369873	7.602056980133057
341	7.3532280921936035	7.35609769821167
342	7.070427417755127	6.977577209472656
343	7.132072925567627	7.0617146492004395
344	6.864068031311035	6.859081268310547
345	7.011444091796875	6.998749256134033
346	6.369926452636719	6.225070476531982
347	6.129106521606445	6.035691261291504
348	7.286617279052734	7.279565334320068
349	7.385776519775391	7.4217915534973145
350	7.819740295410156	7.771594524383545
351	7.625728607177734	7.595505714416504
352	7.600032806396484	7.612672805786133
353	7.3418660163879395	7.343092918395996
354	7.155786991119385	7.138721466064453
355	8.244377136230469	8.267189979553223
356	7.323192119598389	7.285495758056641
357	7.198603630065918	7.188873291015625
358	7.696189880371094	7.71403694152832
359	7.658474922180176	7.644052982330322
360	7.6387786865234375	7.608473777770996
361	9.965385437011719	10.013795852661133
362	7.466065406799316	7.449887275695801
363	7.726930141448975	7.699440002441406
364	7.335494041442871	7.322957515716553
365	6.686874866485596	6.596992492675781
366	7.243803024291992	7.253271579742432
367	7.98631477355957	8.025339126586914
368	7.300975322723389	7.24594783782959
369	7.124988555908203	7.062948226928711
370	7.285131454467773	7.221292972564697
371	7.401786804199219	7.371000289916992
372	7.405233860015869	7.360319137573242
373	7.427133083343506	7.471111297607422
374	7.946273326873779	7.964669227600098
375	7.127837181091309	7.126427173614502
376	7.69999885559082	7.708627223968506
377	7.12440299987793	7.117086887359619
378	7.416448593139648	7.421829700469971
379	7.937812328338623	7.949363708496094
380	7.594050884246826	7.615605354309082
381	7.341028213500977	7.369106292724609
382	7.049590110778809	7.039019584655762
383	6.596287250518799	6.576695442199707
384	6.591602802276611	6.558794975280762
385	8.512767791748047	8.523999214172363
386	7.0892815589904785	7.031675815582275
387	7.090433120727539	7.074419975280762
388	6.972313404083252	6.863654136657715
389	7.037545204162598	7.033808708190918
390	7.1703290939331055	7.190812110900879
391	7.616193771362305	7.616479873657227
392	7.39512300491333	7.417946815490723
393	7.201740264892578	7.206728935241699
394	7.2083282470703125	7.232599258422852
395	7.991843223571777	7.971136093139648
396	7.248189926147461	7.274801254272461
397	7.493776321411133	7.548028945922852
398	7.995781898498535	7.97328519821167
399	7.467569828033447	7.434793472290039
400	6.315884113311768	6.292171001434326
401	6.718580722808838	6.79648494720459
402	7.312347888946533	7.305544853210449
403	7.020559787750244	6.948176383972168
404	7.10709285736084	7.126440048217773
405	7.880083084106445	7.876617908477783
406	7.712506294250488	7.697982311248779
407	7.259796619415283	7.260615348815918
408	7.354983806610107	7.344598770141602
409	7.125250816345215	7.07069730758667
410	7.364047050476074	7.35667610168457
411	7.305597305297852	7.287888526916504
412	7.592059135437012	7.571990489959717
413	7.4381208419799805	7.461451530456543
414	7.194118976593018	7.192110538482666
415	7.338677883148193	7.3763508796691895
416	7.549921035766602	7.564739227294922
417	7.251624584197998	7.235963821411133
418	7.531208038330078	7.55971097946167
419	7.65204381942749	7.586407661437988
420	7.323026180267334	7.314424514770508
421	7.46983003616333	7.455697059631348
422	8.15914535522461	8.133975982666016
423	7.776159763336182	7.7910003662109375
424	7.865804672241211	7.910833358764648
425	7.760467529296875	7.749151229858398
426	7.9689621925354	7.959742069244385
427	7.905912399291992	7.9274444580078125
428	6.944822311401367	6.899202346801758
429	7.467771530151367	7.455994606018066
430	6.912478446960449	6.872375965118408
431	6.952735900878906	6.958957672119141
432	7.448393821716309	7.434029579162598
433	7.673308849334717	7.654308795928955
434	7.103489875793457	7.1176042556762695
435	7.184087753295898	7.213929653167725
436	6.880471229553223	6.938563823699951
437	6.648717403411865	6.5222015380859375
438	7.456466197967529	7.439465045928955
439	7.611062049865723	7.6364240646362305
440	6.836103439331055	6.828651428222656
441	8.084497451782227	8.12530517578125
442	7.057149887084961	7.092897891998291
443	8.095771789550781	8.092716217041016
444	6.819225311279297	6.8201751708984375
445	6.759692192077637	6.720447540283203
446	7.510712623596191	7.484338283538818
447	8.750068664550781	8.754985809326172
448	6.254621505737305	6.240907669067383
449	5.939732074737549	5.875988960266113
450	5.903088569641113	5.847136497497559
451	6.115414619445801	6.145146369934082
452	6.238811492919922	6.231629848480225
453	7.299970626831055	7.296988010406494
454	7.195809364318848	7.223579406738281
455	7.327181816101074	7.257854461669922
456	7.245283126831055	7.265775680541992
457	7.090827941894531	7.113114833831787
458	7.667038440704346	7.651017665863037
459	6.810359954833984	6.835272789001465
460	7.441617012023926	7.436199188232422
461	6.883503437042236	6.854954719543457
462	6.890501022338867	6.8233642578125
463	7.46209716796875	7.453285217285156
464	7.118888854980469	7.107278823852539
465	7.435449600219727	7.385534286499023
466	7.4813079833984375	7.5074849128723145
467	7.847023010253906	7.852354049682617
468	7.299965858459473	7.309379577636719
469	7.1498870849609375	7.158679485321045
470	7.140041351318359	7.136887550354004
471	7.369729995727539	7.313891410827637
472	7.555930137634277	7.551461696624756
473	7.417330741882324	7.374802112579346
474	7.603729248046875	7.6360578536987305
475	6.548860549926758	6.509308815002441
476	7.192959785461426	7.185851097106934
477	7.195816993713379	7.215031623840332
478	6.658211708068848	6.702762603759766
479	6.194941520690918	6.200159549713135
480	6.378897666931152	6.365324020385742
481	6.3187479972839355	6.370867729187012
482	6.531843185424805	6.60396671295166
483	6.899217128753662	6.94529390335083
484	6.355189323425293	6.410585403442383
485	6.8768792152404785	6.872928619384766
486	6.805729866027832	6.83340311050415
487	6.47813081741333	6.529813766479492
488	7.595870018005371	7.608828544616699
489	7.97899055480957	8.002779006958008
490	6.824544906616211	6.8415679931640625
491	7.207996845245361	7.203074932098389
492	7.7846174240112305	7.795236110687256
493	7.127882957458496	7.136098861694336
494	7.056087493896484	7.0645012855529785
495	6.95945930480957	6.992459297180176
496	6.806915283203125	6.840431213378906
497	6.122084140777588	5.951284408569336
498	6.991036415100098	6.958705902099609
499	6.59281063079834	6.652624130249023
